conversation_id,comment_number,comment,response
27,144,maybe I'll tell you go something you didn't know about in benefits <laughter>.,"Yeah, I just might do that."
27,145,"Yeah, I just might do that.","I do it, yeah, you know, it's a very common thing."
27,146,"I do it, yeah, you know, it's a very common thing.","Well thanks,"
27,147,"Well thanks,","It's through Baxter Labs, tell, -"
27,148,"It's through Baxter Labs, tell, -","thanks for the tip, Jim."
27,149,"thanks for the tip, Jim.",Yeah.
27,150,Yeah.,I shall look into it.
27,151,I shall look into it.,"Yeah. What else. I'm sure we're getting close to our five minutes whatever, here."
27,152,"Yeah. What else. I'm sure we're getting close to our five minutes whatever, here.","Yeah <laughter>. Uh, let's see, we discussed, uh, uh, medical and dental,"
27,153,"Yeah <laughter>. Uh, let's see, we discussed, uh, uh, medical and dental,","What other benefits,"
27,154,"What other benefits,","uh, retirement."
27,155,"uh, retirement.","Yeah, salary continuation. I think that's a great one, but again a hope I never use that one."
27,156,"Yeah, salary continuation. I think that's a great one, but again a hope I never use that one.",Uh-huh.
27,157,Uh-huh.,That means you're really sick if you have to use that one.
27,158,That means you're really sick if you have to use that one.,What about vacation?
27,159,What about vacation?,"I'm satisfied with the vacation. I don't know what else, you know, you say, say you get another week and, - I'm, well, I only got fourteen years so I'll get another week when I hit fifteen."
27,160,"I'm satisfied with the vacation. I don't know what else, you know, you say, say you get another week and, - I'm, well, I only got fourteen years so I'll get another week when I hit fifteen.","Uh, yeah, that's right."
27,161,"Uh, yeah, that's right.","So that's, that's fair, I mean, it's reasonable. Four weeks is a lot, I think. I know some people who have twenty-five years and thirty and they want more but, uh, you know, -"
27,162,"So that's, that's fair, I mean, it's reasonable. Four weeks is a lot, I think. I know some people who have twenty-five years and thirty and they want more but, uh, you know, -",Uh-huh.
27,163,Uh-huh.,Uh.
27,164,Uh.,"Well, I'm, uh, I'm here, I've got just eleven years and I don't think I'll ever see a, a silver badge."
27,165,"Well, I'm, uh, I'm here, I've got just eleven years and I don't think I'll ever see a, a silver badge.",Uh-huh.
27,166,Uh-huh.,"I won't, I won't be around that long."
27,167,"I won't, I won't be around that long.","Well, the way things go, I think I'm going to have to work till I'm seventy-five whether I quit and, uh, uh, or when I retire get a part-time job,"
28,2,Okay.,"Okay. Well, uh, anyways, I'm not exactly sure I, I wasn't really, uh, paying attention as to what particular, uh, parts of capital punishment we're supposed to talk about, but it was, uh, basically what's your views on, whether you thought there was certain cases that should be used, that sort of thing?"
28,3,"Okay. Well, uh, anyways, I'm not exactly sure I, I wasn't really, uh, paying attention as to what particular, uh, parts of capital punishment we're supposed to talk about, but it was, uh, basically what's your views on, whether you thought there was certain cases that should be used, that sort of thing?",Yeah.
28,4,Yeah.,"Right. And, uh, I don't know, I've, I've always thought that any, uh, crime that, uh, that, uh, intentionally where someone goes out and premeditatively takes another life would be the ones where I think that capital punishment would be necessary to keep that person from perhaps, uh, doing it again, and even more so to get people on the outside who are professionals to realize that, you know, there's a, a very steep penalty to, uh, be paid --"
28,5,"Right. And, uh, I don't know, I've, I've always thought that any, uh, crime that, uh, that, uh, intentionally where someone goes out and premeditatively takes another life would be the ones where I think that capital punishment would be necessary to keep that person from perhaps, uh, doing it again, and even more so to get people on the outside who are professionals to realize that, you know, there's a, a very steep penalty to, uh, be paid --",Uh-huh.
28,6,Uh-huh.,"-- when that's done, and, uh. Yeah, how do you feel about it?"
28,7,"-- when that's done, and, uh. Yeah, how do you feel about it?","Uh, I believe in it, too <laughter>."
28,8,"Uh, I believe in it, too <laughter>.",Uh-huh.
28,9,Uh-huh.,"I'm Catholic and we're not supposed to, but, uh, I feel that it, - like you, you know, on the premeditated murders I feel if you're, you know, I mean, if it's beyond a doubt that you did it, you know --"
28,10,"I'm Catholic and we're not supposed to, but, uh, I feel that it, - like you, you know, on the premeditated murders I feel if you're, you know, I mean, if it's beyond a doubt that you did it, you know --",Uh-huh.
28,11,Uh-huh.,-- I would say go ahead and execute that person as well.
28,12,-- I would say go ahead and execute that person as well.,Uh-huh.
28,13,Uh-huh.,"But, it's the cases, you know, - like sometimes you, you know, you hear of people that they say they went to jail falsely, you know, they really didn't do it. Well, you know, you, you got, you got that point well, h-, you know, what, what if a mistake is made and you put someone, you know, to death that really didn't do it."
28,14,"But, it's the cases, you know, - like sometimes you, you know, you hear of people that they say they went to jail falsely, you know, they really didn't do it. Well, you know, you, you got, you got that point well, h-, you know, what, what if a mistake is made and you put someone, you know, to death that really didn't do it.","Right, exactly."
28,15,"Right, exactly.","There's always that chance, I don't know, but, I would say that, you know, for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, you know, -"
28,16,"There's always that chance, I don't know, but, I would say that, you know, for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, you know, -",Uh-huh.
28,17,Uh-huh.,"You know what I'm saying? Like, -"
28,18,"You know what I'm saying? Like, -","Right. If, if the evidence wasn't overwhelming, right?"
28,19,"Right. If, if the evidence wasn't overwhelming, right?",Yeah.
28,20,Yeah.,Uh-huh.
28,21,Uh-huh.,"So, uh, I, -"
28,22,"So, uh, I, -","Well, I think that should be likewise decided by the jury, you know, because, I don't know, I think a jury would be less likely to just send a man to death just for, any reason,"
28,23,"Well, I think that should be likewise decided by the jury, you know, because, I don't know, I think a jury would be less likely to just send a man to death just for, any reason,",Uh-huh.
28,24,Uh-huh.,I don't know a judge might be a little more cold-blooded about it.
28,25,I don't know a judge might be a little more cold-blooded about it.,"Exactly. Uh, I'm not sure about Pennsylvania, whether we have it or not. For some reason I was thinking that we do, but it's, you know, it's not very often. I think maybe last year was the first time in like eighteen years or something like that, that anyone --"
28,26,"Exactly. Uh, I'm not sure about Pennsylvania, whether we have it or not. For some reason I was thinking that we do, but it's, you know, it's not very often. I think maybe last year was the first time in like eighteen years or something like that, that anyone --","Yeah, I don't think we, -"
28,27,"Yeah, I don't think we, -","-- anyone from Pennsylvania had gotten it. I don't, - do you know if Virginia has it?"
28,28,"-- anyone from Pennsylvania had gotten it. I don't, - do you know if Virginia has it?","No, huh-uh. No we don't."
28,29,"No, huh-uh. No we don't.",Uh-huh.
28,30,Uh-huh.,Yeah.
28,31,Yeah.,I know Florida has it.
28,32,I know Florida has it.,"Uh-huh. Oh, yeah <laughter>,"
28,33,"Uh-huh. Oh, yeah <laughter>,",<Laughter>.
28,34,<Laughter>.,"they're always in Florida. Florida and Louisiana, I think, and, uh, some of the,"
28,35,"they're always in Florida. Florida and Louisiana, I think, and, uh, some of the,",Uh-huh.
28,36,Uh-huh.,other southern states.
28,37,other southern states.,Yeah.
28,38,Yeah.,"Course they have such a crime problem because they have such a un-, unemployment rate."
28,39,"Course they have such a crime problem because they have such a un-, unemployment rate.","Uh, you know, -"
28,40,"Uh, you know, -","Get that unemployment way up so then people, you know tend towards crime, and then they <breathing> they start stiffening the penalties."
28,41,"Get that unemployment way up so then people, you know tend towards crime, and then they <breathing> they start stiffening the penalties.","Yeah. But it's funny that, uh, - I mean, like, you know, like I said I think last year was the first time in like eighteen years for Pennsylvania. I'm not even sure of that, but for some reason I think that, you know, it was something like that. And, it surprised, - and even Florida, I know they have it, and you don't really hear about it real often, how many people, -"
28,42,"Yeah. But it's funny that, uh, - I mean, like, you know, like I said I think last year was the first time in like eighteen years for Pennsylvania. I'm not even sure of that, but for some reason I think that, you know, it was something like that. And, it surprised, - and even Florida, I know they have it, and you don't really hear about it real often, how many people, -","Well, in Florida seems like, uh, two or three times a year. It's constantly on the, -"
28,43,"Well, in Florida seems like, uh, two or three times a year. It's constantly on the, -","Yeah, but, you, you think that, - I mean if you think of how many premeditated murders are committed,"
28,44,"Yeah, but, you, you think that, - I mean if you think of how many premeditated murders are committed,",Yeah.
28,45,Yeah.,"you know, compared to that and to how many people are being sent, that doesn't seem like very many."
28,46,"you know, compared to that and to how many people are being sent, that doesn't seem like very many.","No, that's true. Course they have a requirement that, uh, that every single appeal must be permitted."
28,47,"No, that's true. Course they have a requirement that, uh, that every single appeal must be permitted.",Yeah.
28,48,Yeah.,"So, of course, the, the attorneys,"
28,49,"So, of course, the, the attorneys,",Everyone would appeal.
28,50,Everyone would appeal.,take them through the whole chain.
28,51,take them through the whole chain.,"That's true, too."
28,52,"That's true, too.","You know, even if the case is open and closed, they go all the way up to the Supreme Court, you know."
28,53,"You know, even if the case is open and closed, they go all the way up to the Supreme Court, you know.","Uh-huh, uh-huh."
28,54,"Uh-huh, uh-huh.","They almost always get thrown right back out again, but they have to have every single appeal made open to them. And, you know, it's sort of strange because it almost <<pause>>, it almost seems like the attorneys are doing it for the money or something because, I mean, the guy knows that, whether it's, you know, a, a month or two, or six years, he's still going to get, you know, the chair when it comes around <laughter>."
28,55,"They almost always get thrown right back out again, but they have to have every single appeal made open to them. And, you know, it's sort of strange because it almost <<pause>>, it almost seems like the attorneys are doing it for the money or something because, I mean, the guy knows that, whether it's, you know, a, a month or two, or six years, he's still going to get, you know, the chair when it comes around <laughter>.",Uh-huh.
28,56,Uh-huh.,You know.
28,57,You know.,Yeah.
28,58,Yeah.,"Some of these guys are really, uh, you know, violent Son of Sam killers and stuff like that, you know."
28,59,"Some of these guys are really, uh, you know, violent Son of Sam killers and stuff like that, you know.","Yeah, uh-huh."
28,60,"Yeah, uh-huh.","I mean, they, -"
28,61,"I mean, they, -",And then they get out.
28,62,And then they get out.,"everyone knows they're going get, not going to get out."
28,63,"everyone knows they're going get, not going to get out.","Yeah, they get out in three years on probation,"
28,64,"Yeah, they get out in three years on probation,",Yeah.
28,65,Yeah.,"and they do it again, you know."
28,66,"and they do it again, you know.",Uh-huh.
28,67,Uh-huh.,It's like a slap on the fingers for them.
28,68,It's like a slap on the fingers for them.,Uh-huh.
28,69,Uh-huh.,"I don't, I don't, e-, e-, I don't, - I think that it should be, - I mean if it's beyond a doubt that someone did premeditate someone, a murder, then I think, you know, that they should likewise, you know, someone should take their life also. But, uh, but, are, are you, would you draw the line there with just the premeditated murder?"
28,70,"I don't, I don't, e-, e-, I don't, - I think that it should be, - I mean if it's beyond a doubt that someone did premeditate someone, a murder, then I think, you know, that they should likewise, you know, someone should take their life also. But, uh, but, are, are you, would you draw the line there with just the premeditated murder?",I think so.
28,71,I think so.,Yeah.
28,72,Yeah.,"Uh, a lot of the, the, the other violent crimes I don't really feel that strongly about. Although, you know, stiffer sentences and lessening the effects of parole, -"
28,73,"Uh, a lot of the, the, the other violent crimes I don't really feel that strongly about. Although, you know, stiffer sentences and lessening the effects of parole, -",Uh-huh.
28,74,Uh-huh.,"I mean, these guys are certainly not going to, uh, be, - they can't, - I mean they're getting into drugs and fights and all that stuff in prison. I don't think the parole system is really helping that much <laughter>."
28,75,"I mean, these guys are certainly not going to, uh, be, - they can't, - I mean they're getting into drugs and fights and all that stuff in prison. I don't think the parole system is really helping that much <laughter>.",Yeah.
28,76,Yeah.,Reduce the violence in the prisons. I think that's its only purpose --
28,77,Reduce the violence in the prisons. I think that's its only purpose --,Uh-huh.
28,78,Uh-huh.,"-- is, is, you know, to reduce, uh, the violence in the prisons so people behave themselves a little bit better if they think they're going to get off early. +"
28,79,"-- is, is, you know, to reduce, uh, the violence in the prisons so people behave themselves a little bit better if they think they're going to get off early. +",Yeah.
28,80,Yeah.,"Off earlier. But some of these guys just don't care,"
28,81,"Off earlier. But some of these guys just don't care,",<Laughter>.
28,82,<Laughter>.,"you know. And so, uh, -"
28,83,"you know. And so, uh, -",I think some of them would rather be in jail <laughter>.
28,84,I think some of them would rather be in jail <laughter>.,"Yeah, right, uh-huh."
28,85,"Yeah, right, uh-huh.",Yeah. They probably have it better in jail than what they would out in the streets.
28,86,Yeah. They probably have it better in jail than what they would out in the streets.,"Um, that's possible I guess."
28,87,"Um, that's possible I guess.","I don't know, uh, I was just going to say something, I forgot what it was. <<pause>> Oh, I don't even remember what it was now."
28,88,"I don't know, uh, I was just going to say something, I forgot what it was. <<pause>> Oh, I don't even remember what it was now.","Um, so where do you live in Pennsylvania?"
28,89,"Um, so where do you live in Pennsylvania?","In Clarion. Well, I live in Butler, but I'm at c-, I'm at college. I'm at Clarion University."
28,90,"In Clarion. Well, I live in Butler, but I'm at c-, I'm at college. I'm at Clarion University.","Oh, okay. I don't think I really know that."
28,91,"Oh, okay. I don't think I really know that.",Yeah <laughter>.
28,92,Yeah <laughter>.,"Because, uh, you know, - that all depends, too, on where you are at. That's, uh, sort of interesting to get opinions as to where different parts of the country are. Because the more grass root country, uh, parts of the country tend to, to support capital punishment, where the places that are, you know, less in contact with crime --"
28,93,"Because, uh, you know, - that all depends, too, on where you are at. That's, uh, sort of interesting to get opinions as to where different parts of the country are. Because the more grass root country, uh, parts of the country tend to, to support capital punishment, where the places that are, you know, less in contact with crime --",Uh-huh.
28,94,Uh-huh.,"-- you know, the, the more, more urban, I mean less, -"
28,95,"-- you know, the, the more, more urban, I mean less, -","See, yeah, okay, well, see, I'm, I'm in kind, I'm in kind, - okay, uh, we only have seven thousand students in the entire campus."
28,96,"See, yeah, okay, well, see, I'm, I'm in kind, I'm in kind, - okay, uh, we only have seven thousand students in the entire campus.",Uh-huh.
28,97,Uh-huh.,"Yeah, and that would be pushing it. So, I mean this is definitely a college town. Uh, we're about two hours north of Pittsburgh if that would help you out any. Uh,"
28,98,"Yeah, and that would be pushing it. So, I mean this is definitely a college town. Uh, we're about two hours north of Pittsburgh if that would help you out any. Uh,",Two hours where?
28,99,Two hours where?,"North of Pittsburgh, Pennsylvania."
28,100,"North of Pittsburgh, Pennsylvania.","Oh, okay. Near Polk?"
28,101,"Oh, okay. Near Polk?","Oh, I've never heard of Polk but, -"
28,102,"Oh, I've never heard of Polk but, -","Polk Institute. It's, uh, an old, uh, university that turned into a place for the mentally retarded. Uh,"
28,103,"Polk Institute. It's, uh, an old, uh, university that turned into a place for the mentally retarded. Uh,","Oh, I never heard of that."
28,104,"Oh, I never heard of that.","Very old, uh, historical place there."
28,105,"Very old, uh, historical place there.",It might have a new name.
28,106,It might have a new name.,"Sharon, Pennsylvania's up there."
28,107,"Sharon, Pennsylvania's up there.","Yeah, yeah."
28,108,"Yeah, yeah.",Yeah.
28,109,Yeah.,We're probably about an hour away from Sharon.
28,110,We're probably about an hour away from Sharon.,"Oh, okay."
28,111,"Oh, okay.","Uh-huh. Uh, so, I, most of the kids here, I, you know, - like, you know, just from dorm mates and stuff, they'll say that they don't believe in it, but then after I would say my point of view, then they'll say, well, yeah, you know, da-, you know. -"
28,112,"Uh-huh. Uh, so, I, most of the kids here, I, you know, - like, you know, just from dorm mates and stuff, they'll say that they don't believe in it, but then after I would say my point of view, then they'll say, well, yeah, you know, da-, you know. -","In that case, maybe, you know."
28,113,"In that case, maybe, you know.","Yeah. You know, I think people can be persuaded one way or another. I've never seriously ran into someone, I mean like, other than my priest, you know, who definitely says you can't take a, you know, you can't take anyone's life. Uh, anyone that is like so against it that you couldn't persuade them in any instance."
28,114,"Yeah. You know, I think people can be persuaded one way or another. I've never seriously ran into someone, I mean like, other than my priest, you know, who definitely says you can't take a, you know, you can't take anyone's life. Uh, anyone that is like so against it that you couldn't persuade them in any instance.","Right. That's true. Yeah, well, it, it, you know, - you get certain circumstances where you hear about these people that have, you know, stolen kids and, you know,"
28,115,"Right. That's true. Yeah, well, it, it, you know, - you get certain circumstances where you hear about these people that have, you know, stolen kids and, you know,",Uh-huh.
28,116,Uh-huh.,"done terrible things to them and killed them and, you know, that sort of thing, you just - like, I don't want that person sharing the Earth with me, you know, I mean, that is just --"
28,117,"done terrible things to them and killed them and, you know, that sort of thing, you just - like, I don't want that person sharing the Earth with me, you know, I mean, that is just --","Exac-, - yeah <laughter>."
28,118,"Exac-, - yeah <laughter>.",-- terrible.
28,119,-- terrible.,Uh-huh.
28,120,Uh-huh.,"And, uh, you know, we had a case like that here and, on the other hand, you know, people are saying that because the, he knows, because the criminals know that the, uh, penalties can be very severe, they, uh, there's less criminals that are, you know, turning themselves in, or, you know, pleading or whatever, because they know that the judge, you know, if they find them guilty is, you know, has the, the opportunity to sentence them, you know, for, for the death sentence."
28,121,"And, uh, you know, we had a case like that here and, on the other hand, you know, people are saying that because the, he knows, because the criminals know that the, uh, penalties can be very severe, they, uh, there's less criminals that are, you know, turning themselves in, or, you know, pleading or whatever, because they know that the judge, you know, if they find them guilty is, you know, has the, the opportunity to sentence them, you know, for, for the death sentence.","Yeah, but you know I look at that and say, well, they should have thought about that beforehand."
28,122,"Yeah, but you know I look at that and say, well, they should have thought about that beforehand.",Yeah.
28,123,Yeah.,You know.
28,124,You know.,"Well, I'm just saying that, that, that's what, the, the client, lawyers are saying. They're saying that, you know, you know, more of my clients would have pleaded guilty if they would have gotten a light sentence instead of possibly having to, to, to get a death sentence because you can't plea bargain --"
28,125,"Well, I'm just saying that, that, that's what, the, the client, lawyers are saying. They're saying that, you know, you know, more of my clients would have pleaded guilty if they would have gotten a light sentence instead of possibly having to, to, to get a death sentence because you can't plea bargain --",Uh-huh.
28,126,Uh-huh.,-- what the sentence is going to be.
28,127,-- what the sentence is going to be.,Uh-huh.
28,128,Uh-huh.,"You can plea bargain what you're guilty of, but, you know."
28,129,"You can plea bargain what you're guilty of, but, you know.",Yeah.
28,130,Yeah.,"But not how they're going to sentence you ,"
28,131,"But not how they're going to sentence you ,","That's something, you know <laughter>, - but, uh, <laughter> wh-, whether they plea bargain or not, if they're guilty of murder, they're guilty of murder, you know."
28,132,"That's something, you know <laughter>, - but, uh, <laughter> wh-, whether they plea bargain or not, if they're guilty of murder, they're guilty of murder, you know.","Right, uh-huh."
28,133,"Right, uh-huh.",So I don't think that they deserve anything less <laughter>.
28,134,So I don't think that they deserve anything less <laughter>.,"Yeah, right."
28,135,"Yeah, right.","It's just, - I don't, I don't know, I just <laughter>, -"
28,136,"It's just, - I don't, I don't know, I just <laughter>, -","Uh-huh. I was just saying that way, - what they're saying is that they can't get people to turn themselves in then. And so, we have to go through a trial then to prove the person's guilty."
28,137,"Uh-huh. I was just saying that way, - what they're saying is that they can't get people to turn themselves in then. And so, we have to go through a trial then to prove the person's guilty.","Uh-huh, and that costs money, yeah."
28,138,"Uh-huh, and that costs money, yeah.",And perhaps we can and perhaps we can't and so the guy might get off.
28,139,And perhaps we can and perhaps we can't and so the guy might get off.,Uh-huh.
28,140,Uh-huh.,"<Laughter> And, uh, although usually the guys that are turning themselves in are, are guys that are, you know going to get caught anyways but,"
28,141,"<Laughter> And, uh, although usually the guys that are turning themselves in are, are guys that are, you know going to get caught anyways but,",<Laughter>.
28,142,<Laughter>.,"There's always a few of those people that are, you know, lost their head or whatever."
28,143,"There's always a few of those people that are, you know, lost their head or whatever.",Yeah.
28,144,Yeah.,"Anyways, but, uh. Yeah, we just had a terrible case in Virginia where some girl disappeared and, and the guy, like I said, he just, uh, said that he took her, but he won't admit that she died or whatever, and he won't say where the body is because he knows the penalty's very s-, s-, you know, mandatory life sentences for murder."
29,2,"So, child care, your views.","Uh, well, we only have one child right now and another one on the way and right now I'm, I'm all with her during the day. I, if I was looking for outside care I probably would stay away from professional child care centers and try to find, if I was close to home, relatives or people with it is same values and possibly religious faith or something similar so that she would be raised in an environment that would be similar to what we would have in our own homes as, as parents."
29,3,"Uh, well, we only have one child right now and another one on the way and right now I'm, I'm all with her during the day. I, if I was looking for outside care I probably would stay away from professional child care centers and try to find, if I was close to home, relatives or people with it is same values and possibly religious faith or something similar so that she would be raised in an environment that would be similar to what we would have in our own homes as, as parents.",And what religious faith?
29,4,And what religious faith?,"Uh, Latter Day Saints."
29,5,"Uh, Latter Day Saints.",Oh --
29,6,Oh --,So --
29,7,So --,"-- that's, that's good."
29,8,"-- that's, that's good.","-- so that's what I would try to do. With a teaching background I've, um, had a little bit of experience with the child day care type situations but I've seen some good ones and I've seen some really bad ones."
29,9,"-- so that's what I would try to do. With a teaching background I've, um, had a little bit of experience with the child day care type situations but I've seen some good ones and I've seen some really bad ones.","Uh, they do seem to be at the outside edge of both extremes don't they?"
29,10,"Uh, they do seem to be at the outside edge of both extremes don't they?","Uh-huh, and everything in between, yeah, in most states there's nothing to regulate them,"
29,11,"Uh-huh, and everything in between, yeah, in most states there's nothing to regulate them,","And,"
29,12,"And,","and so, -"
29,13,"and so, -",whenever they are they seem to regulate the good toward the bad instead of bad toward the good.
29,14,whenever they are they seem to regulate the good toward the bad instead of bad toward the good.,"Right. By trying to get them to conform to concern standards they, uh, kind of, uh, eliminate a lot of the, uh, -"
29,15,"Right. By trying to get them to conform to concern standards they, uh, kind of, uh, eliminate a lot of the, uh, -",Better situations.
29,16,Better situations.,"Yeah. The, the, uh, - what am I trying to think of that, <<pause>> - not the imagination but the creativity in, in the situation - and so, -"
29,17,"Yeah. The, the, uh, - what am I trying to think of that, <<pause>> - not the imagination but the creativity in, in the situation - and so, -","Yeah, yeah that's, that's very well phrased."
29,18,"Yeah, yeah that's, that's very well phrased.",<Laughter>.
29,19,<Laughter>.,"Uh, so, have you ever used outside child care?"
29,20,"Uh, so, have you ever used outside child care?","No, I haven't. We've had like people come in and baby-sit for an hour or two but I've never had, um, -"
29,21,"No, I haven't. We've had like people come in and baby-sit for an hour or two but I've never had, um, -",Real day care.
29,22,Real day care.,"Right. She's, she's not even a year yet, so,"
29,23,"Right. She's, she's not even a year yet, so,",Uh --
29,24,Uh --,"we haven't been in, you know, a lot of need yet."
29,25,"we haven't been in, you know, a lot of need yet.",-- our step daughter's ten now --
29,26,-- our step daughter's ten now --,Uh-huh.
29,27,Uh-huh.,-- and most of the day care has been provide for by Grandma.
29,28,-- and most of the day care has been provide for by Grandma.,"I like that situation, that's usually real good <laughter>."
29,29,"I like that situation, that's usually real good <laughter>.","But, quite honestly what I believe to be the best day care situation was while we lived up, - the Pass of Woodland Park --"
29,30,"But, quite honestly what I believe to be the best day care situation was while we lived up, - the Pass of Woodland Park --",Uh-huh.
29,31,Uh-huh.,"-- there was, uh, ex-school teacher that, uh, did a small amount of before school and after school, you know, kindergartners, or half dayers --"
29,32,"-- there was, uh, ex-school teacher that, uh, did a small amount of before school and after school, you know, kindergartners, or half dayers --",Uh-huh.
29,33,Uh-huh.,"-- in her home <<pause>> and they would read and play,"
29,34,"-- in her home <<pause>> and they would read and play,","Have a relative struct-, a structured,"
29,35,"Have a relative struct-, a structured,","seem to be, -"
29,36,"seem to be, -","activities and not just, you know, stick them in a corner and say you're on your own."
29,37,"activities and not just, you know, stick them in a corner and say you're on your own.","Uh, yeah, and, uh, despite our beliefs, she was, uh, one of the more, uh, <<pause>> Charismatic Christian faiths --"
29,38,"Uh, yeah, and, uh, despite our beliefs, she was, uh, one of the more, uh, <<pause>> Charismatic Christian faiths --",Uh-huh.
29,39,Uh-huh.,-- and it worked out wonderfully.
29,40,-- and it worked out wonderfully.,"Yeah. I know that, uh, that I guess if you have the opportunity to pick and choose and you've got the time and that, uh, I don't know if the resources are the proper term, you know, just the, the know, knowledge of who's a available, then you could probably find some really good care."
29,41,"Yeah. I know that, uh, that I guess if you have the opportunity to pick and choose and you've got the time and that, uh, I don't know if the resources are the proper term, you know, just the, the know, knowledge of who's a available, then you could probably find some really good care.","Uh, yeah, but I don't know that it would be state approved."
29,42,"Uh, yeah, but I don't know that it would be state approved.","That's true. You can get somebody maybe willing to baby-sit but actual, you know, that's sometimes different, done on a different scale. I have even considered, you know, baby-sitting myself, I have a teaching degree, and, uh, thought well, you know, I could structure and then for one reason or other decided not to, but I think if you take more than three children in, - well, that was how it was this Virginia, we've recently moved here to Texas, but in Virginia I think if you take more than three children in on more than a several hours a day bases you have to be licensed."
29,43,"That's true. You can get somebody maybe willing to baby-sit but actual, you know, that's sometimes different, done on a different scale. I have even considered, you know, baby-sitting myself, I have a teaching degree, and, uh, thought well, you know, I could structure and then for one reason or other decided not to, but I think if you take more than three children in, - well, that was how it was this Virginia, we've recently moved here to Texas, but in Virginia I think if you take more than three children in on more than a several hours a day bases you have to be licensed.","I, now I don't know what the current Texas laws are but I, but I do know that the license doesn't seem to, uh, <<pause>> guarantee quality."
29,44,"I, now I don't know what the current Texas laws are but I, but I do know that the license doesn't seem to, uh, <<pause>> guarantee quality.","Yeah, a lot of times you might just need to go now and feel, file for it just like a business. You may not have to prove any type of qualification for it I don't, -"
29,45,"Yeah, a lot of times you might just need to go now and feel, file for it just like a business. You may not have to prove any type of qualification for it I don't, -","Uh, now here I believe that child care meets, by in large, certain standards for, uh, balanced food, if they provide food, cleanliness, <<pause>> and levels of supervision --"
29,46,"Uh, now here I believe that child care meets, by in large, certain standards for, uh, balanced food, if they provide food, cleanliness, <<pause>> and levels of supervision --",Uh-huh.
29,47,Uh-huh.,-- levels being defined as number of working adults for number of children --
29,48,-- levels being defined as number of working adults for number of children --,Uh-huh.
29,49,Uh-huh.,"-- but, -"
29,50,"-- but, -","That's, uh, kind of a minimum there that you're getting. Your covering basic care there and not all the extras that most people would like to see done with there children, you know, like the educational activities, the supervised play and so forth."
29,51,"That's, uh, kind of a minimum there that you're getting. Your covering basic care there and not all the extras that most people would like to see done with there children, you know, like the educational activities, the supervised play and so forth.","Yeah, uh, my wife is, uh, agnostic and I'm, uh, a backsliding Presbyterian --"
29,52,"Yeah, uh, my wife is, uh, agnostic and I'm, uh, a backsliding Presbyterian --",<Laughter> I like that term <laughter>.
29,53,<Laughter> I like that term <laughter>.,"-- and, uh, <<pause>> get, I really believe that this Charismatic care, or the Charismatic belief when emphasized on care, or semi Charismatic I might say --"
29,54,"-- and, uh, <<pause>> get, I really believe that this Charismatic care, or the Charismatic belief when emphasized on care, or semi Charismatic I might say --",Uh-huh.
29,55,Uh-huh.,-- was quite good.
29,56,-- was quite good.,"Yeah, it was a good influence for your daughter, uh."
29,57,"Yeah, it was a good influence for your daughter, uh.","Yes, very --"
29,58,"Yes, very --","Well, that's good."
29,59,"Well, that's good.","-- and, and, uh, <<pause>> the care is what I guess you should emphasize in the term child care instead of the child."
29,60,"-- and, and, uh, <<pause>> the care is what I guess you should emphasize in the term child care instead of the child.","Uh-huh. Yeah, a little bit of love and, and attention is what most of them need. You know, even if it's not a real educated program you can have good educational program and, and, -"
29,61,"Uh-huh. Yeah, a little bit of love and, and attention is what most of them need. You know, even if it's not a real educated program you can have good educational program and, and, -",And not have any care.
29,62,And not have any care.,"Right. And, and that's not certainly what you want for your child or what you would give your child yourself and so, -"
29,63,"Right. And, and that's not certainly what you want for your child or what you would give your child yourself and so, -",And I'm not sure that really child care per se should instill any education per se. Do you know had a I'm saying?
29,64,And I'm not sure that really child care per se should instill any education per se. Do you know had a I'm saying?,"Well, even educated play, uh, supervised play, can teach without, - and I'm not saying talking about sitting down and teaching them math or, or, or something like that but just kind of promoting social skills and, uh, uh, you know, like my, my child that, - she want be an only child for long, but, you know, she was an only child, or maybe your daughter,"
29,65,"Well, even educated play, uh, supervised play, can teach without, - and I'm not saying talking about sitting down and teaching them math or, or, or something like that but just kind of promoting social skills and, uh, uh, you know, like my, my child that, - she want be an only child for long, but, you know, she was an only child, or maybe your daughter,",Proper interface.
29,66,Proper interface.,"not having, - yeah, yeah, just, -"
29,67,"not having, - yeah, yeah, just, -","It's just, just correctness of, of <<pause>> social skills, if you will."
29,68,"It's just, just correctness of, of <<pause>> social skills, if you will.","Right, those basic things that, uh, they would, that, you know, you would be a little bit of, uh, I don't know if manners is a good term or not but,"
29,69,"Right, those basic things that, uh, they would, that, you know, you would be a little bit of, uh, I don't know if manners is a good term or not but,",<Breathing>.
29,70,<Breathing>.,"you know, dealing with other through proper mannerisms and politeness and so forth, you know, that sort of thing, you'd want your child to learn that, from the experience of someone else, certainly you wouldn't want your child's day care person to yell at them and scream at them and say do this, do that, you know, you'd want them it promote politeness and niceness, you know, the things that you would want any child to learn and,"
